CODIGO-IES;NM_PROGRAMA_IES;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;SG_UF_PROGRAMA;NM_REGIAO;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA/CPATU;EMBRAPA AMAZÔNIA ORIENTAL;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;CPAF/RR;CENTRO DE PESQUISA AGROFLORESTAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFOPA;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNICEUMA;UNIVERSIDADE CEUMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIFAP;UNIVERSIDADE FEDERAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEAP;UNIVERSIDADE DO ESTADO DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAC;UNIVERSIDADE FEDERAL DO ACRE;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFOPA;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAC;UNIVERSIDADE FEDERAL DO ACRE;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNICEUMA;UNIVERSIDADE CEUMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA-CPAFAP;EMBRAPA-AMAPÁ - CENTRO DE PESQUISA AGROFLORESTAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;CPAF/RR;CENTRO DE PESQUISA AGROFLORESTAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA/CPATU;EMBRAPA AMAZÔNIA ORIENTAL;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNICEUMA;UNIVERSIDADE CEUMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAC;UNIVERSIDADE FEDERAL DO ACRE;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMT;UNIVERSIDADE FEDERAL DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAC;UNIVERSIDADE FEDERAL DO ACRE;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFRA;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNEMAT;UNIVERSIDADE DO ESTADO DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAC;UNIVERSIDADE FEDERAL DO ACRE;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA/CPATU;EMBRAPA AMAZÔNIA ORIENTAL;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMT;UNIVERSIDADE FEDERAL DE MATO GROSSO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFMA;UNIVERSIDADE FEDERAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA-CPAFAP;EMBRAPA-AMAPÁ - CENTRO DE PESQUISA AGROFLORESTAL DO AMAPÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFOPA;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;FIOCRUZ-RO;FIOCRUZ ( RONDÔNIA );MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;EMBRAPA/CPATU;EMBRAPA AMAZÔNIA ORIENTAL;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAC;UNIVERSIDADE FEDERAL DO ACRE;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;MPEG;MUSEU PARAENSE EMÍLIO GOELDI;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015038P1;BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;MA;NORDESTE    ;SÃO LUÍS             ;ACADÊMICO   
12001015039P8;CIÊNCIAS DA SAÚDE;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015040P6;ODONTOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015041P2;CIÊNCIA E TECNOLOGIA PARA RECURSOS AMAZÔNICOS;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;ITACOATIARA          ;ACADÊMICO   
12001015063P6;ZOOLOGIA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015063P6;ZOOLOGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015064P2;CIÊNCIAS AMBIENTAIS;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;HUMAITÁ              ;ACADÊMICO   
12001015065P9;CIRURGIA;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;PROFISSIONAL
12001015066P5;CIÊNCIA ANIMAL;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12001015171P3;ENSINO DE CIÊNCIAS E HUMANIDADES;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011001P7;CIÊNCIAS BIOLÓGICAS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011002P3;CIÊNCIAS BIOLÓGICAS (BOTÂNICA);INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011003P0;BIOLOGIA (ECOLOGIA);INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011004P6;CIÊNCIAS BIOLÓGICAS (ENTOMOLOGIA);INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011006P9;CIÊNCIAS DE FLORESTAS TROPICAIS;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011009P8;GENÉTICA, CONSERVAÇÃO E BIOLOGIA EVOLUTIVA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011010P6;AGRICULTURA NO TRÓPICO ÚMIDO;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011011P2;CLIMA E AMBIENTE - INPA - UEA;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011011P2;CLIMA E AMBIENTE - INPA - UEA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011011P2;CLIMA E AMBIENTE - INPA - UEA;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011011P2;CLIMA E AMBIENTE - INPA - UEA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12002011012P9;GESTÃO DE ÁREAS PROTEGIDAS NA AMAZÔNIA;INPA;INSTITUTO NACIONAL DE PESQUISAS DA AMAZÔNIA;AM;NORTE       ;MANAUS               ;PROFISSIONAL
12003018001P3;ENSINO TECNOLÓGICO;IFAM;INSTITUTO FEDERAL DE EDUC., CIÊNCIA E TECNOLOGIA DO AMAZONAS;AM;NORTE       ;MANAUS               ;PROFISSIONAL
12006017003P5;AQUICULTURA;UNINILTON;UNIVERSIDADE NILTON LINS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12008010001P9;MEDICINA TROPICAL;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12008010002P5;DIREITO AMBIENTAL;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12008010003P1;BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZÔNIA;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12008010005P4;EDUCAÇÃO EM CIÊNCIAS NA AMAZÔNIA;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12008010007P7;SEGURANÇA PÚBLICA, CIDADANIA E DIREITOS HUMANOS;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;PROFISSIONAL
12008010008P3;HEMATOLOGIA;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12008010039P6;LETRAS E ARTES;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12008010070P0;CIÊNCIAS HUMANAS;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;ACADÊMICO   
12008010071P7;CIÊNCIAS APLICADAS À DERMATOLOGIA;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;AM;NORTE       ;MANAUS               ;PROFISSIONAL
13001019001P3;RECURSOS NATURAIS;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;ACADÊMICO   
13001019002P0;FÍSICA;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;ACADÊMICO   
13001019004P2;AGRONOMIA;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;ACADÊMICO   
13001019005P9;LETRAS;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;ACADÊMICO   
13001019006P5;GEOGRAFIA;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;ACADÊMICO   
13001019007P1;CIÊNCIAS DA SAÚDE;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;PROFISSIONAL
13001019008P8;SOCIEDADE E FRONTEIRAS;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;ACADÊMICO   
13001019039P0;ANTROPOLOGIA SOCIAL;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;ACADÊMICO   
13003011001P6;ENSINO DE CIÊNCIAS;UERR;UNIVERSIDADE ESTADUAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;PROFISSIONAL
13003011002P2;AGROECOLOGIA;UERR;UNIVERSIDADE ESTADUAL DE RORAIMA;RR;NORTE       ;BOA VISTA            ;ACADÊMICO   
